YEAR,BRANCH,TENTH,TWELVETH,BE BRANCH,BE_AGG,COMPANY PLCD,STIPEND
2013,VLSI,88,75,ECE,76,"EMC, Bangalore",NaN
2013,VLSI,77.8,85.67,ECE,72,"ST, Noida",NaN
2013,VLSI,NaN,NaN,NaN,NaN,"MDN, Manipal",NaN
2013,VLSI,88,92.8,EIE,73.01,"Reliable Technosystems, Hyd",NaN
2013,VLSI,85.25,61,EEE,71.12,"BEL, Bangalore",NaN
2013,VLSI,89.6,89,EEE,9.1,Infineon,NaN
2013,VLSI,89.8,83.6,ECE,8.75,Infineon,NaN
2013,VLSI,91.84,87,ECE,72.98,"Microchip, Bangalore",NaN
2013,VLSI,92.32,90.66,ECE,77.75,"Intel, Bangalore",NaN
2013,VLSI,ITM,72.2,ECE,59.93,"Nest, Trivandrum",NaN
2013,VLSI,ITM,56,ECE,62.33,"Smart Play, Bangalore",NaN
2013,VLSI,ITM,83.2,ECE,61.1,Grid India,NaN
2013,VLSI,90.56,82,ECE,67.2,"Barc, Mumbai",NaN
2013,VLSI,91.84,90.33,ECE,8.97,"Microchip, Bangalore",NaN
2013,VLSI,83.8,75.5,ECE,62.6,"MDN, Manipal",NaN
2013,VLSI,86.88,84,ECE,8.84,"ST Micro, Noida",NaN
2013,VLSI,91.52,91.16,ECE,80.23,"Emulex, Bangalore",NaN
2013,VLSI,64,86.7,EEE,69,Global Tech. Bangalore,NaN
2013,VLSI,84.8,55.8,ECE,62.38,"MDN, Manipal",NaN
2013,VLSI,69.44,60.66,EEE,68.75,NaN,NaN
2013,VLSI,58.2,56.33,ECE,52.5,"Barc, Mumbai",NaN
2013,VLSI,84.44,65.5,ECE,8.29,"BEL, Bangalore",NaN
2013,VLSI,77.12,56.33,TCE,7.54,"BEL, Bangalore",NaN
2013,VLSI,73.4,76.66,ECE,7.73,"MDN, Manipal",NaN
2013,VLSI,63.2,59.16,ECE,8.18,"BEL, Bangalore",NaN
2013,VLSI,73.5,83.9,ECE,70,NaN,NaN
2013,VLSI,70,60.55,ECE,66,"BEL, Bangalore",NaN
2013,VLSI,58.5,82.6,ECE,68.7,"Moxie, Noida",NaN
2013,VLSI,79.6,72.4,ECE,66.3,NaN,NaN
2013,VLSI,90.4,67,ECE,69.22,"BEL, Bangalore",NaN
2013,VLSI,93.76,85.6,EEE,8.83,"Intel, Bangalore",NaN
2013,VLSI,93.3,91.9,ECE,74.17,"Microchip, Bangalore",NaN
2013,VLSI,72,55,ECE,55,"BEL, Bangalore",NaN
2013,VLSI,85.4,67,ECE,60.33,"CVC, Bangalore",NaN
2013,VSDV,NaN,NaN,NaN,NaN,"Whizchip, Bangalore",NaN
2013,VSDV,NaN,NaN,NaN,NaN,"Whizchip, Bangalore",NaN
2013,VSDV,NaN,NaN,NaN,NaN,"Whizchip, Bangalore",NaN
2013,VSDV,NaN,NaN,NaN,NaN,"Whizchip, Bangalore",NaN
2013,VSDV,NaN,NaN,NaN,NaN,"Whizchip, Bangalore",NaN
2013,VSDV,NaN,NaN,NaN,NaN,"Whizchip, Bangalore",NaN
2014,ES,66,65.5,ECE,65.42,"ADA(HAL), Bangalore",NaN
2014,ES,87.68,87.16,ECE,79.76,"Marvel, Pune",20000
2014,ES,80.96,61.66,ECE,57.96,"Marvel, Pune",20000
2014,ES,74,78.8,CSE,56.26,"Marvel, Pune",20000
2014,ES,79.8,72.8,CSE,67.68,"Marvel, Pune",20000
2014,ES,72,65.6,CSE,71.2,"E-Meditek, Gurgaon",0
2014,ES,69.44,82.72,ECE,8.98,"Bosch, Bangalore",20000
2014,ES,88.64,78.83,ECE,78,"Bosch, Bangalore",20000
2014,ES,74.08,65.33,EEE,65.55,"BoP(MIRS), Manipal",5000
2014,ES,59,52,CSE,56.93,"BoP(MIRS), Manipal",5000
2014,ES,75,89.9,ECE,6.72,"Blackbuck, Hyderabad",0
2014,ES,72.3,83.5,ECE,68.01,"MDN, Manipal",0
2014,ES,80,73.2,EEE,70.7,"Tenet, Bangalore",4000
2014,ES,72.32,45,CSE,58,"Tenet, Bangalore",4000
2014,ES,79.2,70.33,CSE,57.41,"BrISEa, Bangalore",5000
2014,ES,68,63.5,ECE,61.27,"BrISEa, Bangalore",5000
2014,ES,77.6,82.5,ECE,64.61,"Avin Systems, Bangalore",9000
2014,ES,83.04,73.83,ECE,71.45,"Avin Systems, Bangalore",9000
2014,ES,86,86.5,ECE,7994,"Avin Systems, Bangalore",9000
2014,ES,84.32,79.67,IE,76.27,"Consilient-Tech, Bangalore",12000
2014,ES,89.8,89.3,TCE,8.81,"Broadcom, Bangalore",20000
2014,ES,84.86,72.26,ISE,70.96,"Broadcom, Bangalore",20000
2014,ES,85.2,87.3,EEE,8.44,"Synopsys, Hyderabad",25000
2014,ES,83,87,EEE,7.45,"Intel, Bangalore",28000
2014,ES,89.2,89.8,EEE,75,"Intel, Bangalore",28000
2014,ES,95.04,94.5,TCE,8.19,"Intel, Bangalore",28000
2014,ES,92.8,88.83,TCE,81.22,"Intel, Bangalore",28000
2014,ES,89.44,90.66,IE,9.14,"Intel, Bangalore",28000
2014,ES,68,52,ECE,63.44,"Intel, Bangalore",28000
2014,ES,92.16,87.66,ECE,79.39,"Intel, Bangalore",28000
2014,ES,83.04,67.83,IE,7.26,"Neurosynaptic, Bangalore",4000
2014,ES,88.16,76.84,IE,8.2,"Neurosynaptic, Bangalore",4000
2014,ES,87.05,80,ECE,70.6,"Atonarp, Bangalore",15000
2014,ES,84.6,82.2,ECE,71.57,"Atonarp, Bangalore",15000
2014,ES,84.3,84.2,IE,70,"Atonarp, Bangalore",15000
2014,ES,88.1,86.4,CSE,79.6,"Microchip, Bangalore",17000
2014,ES,55.6,61.4,EIE,75.22,"Argus, Bangalore",5000
2014,ES,65.44,82.83,ECE,68.89,"GEMN, Bangalore",7000
2014,ES,81.6,73,CSE,59.83,"Neurosynaptic, Bangalore",4000
2014,ES,74.4,75.37,TCE,63.86,"Neurosynaptic, Bangalore",4000
2014,ES,76,80,ECE,72,"TCS, BANGALORE",15000
2014,ES,93.6,86,ECE,77.06,"EMC, Bangalore",25000
2014,ES,85.28,61,ISE,77,"Emulex, Bangalore",33333
2014,ES,96.32,91.83,EEE,9.29,"Emulex, Bangalore",33333
2014,ES,83,85,ECE,74.19,"Emulex, Bangalore",33333
2014,ES,86.4,89.6,ECE,74.67,Infineon,20000
2014,ES,90.08,82.33,CSE,69.86,Infineon,20000
2014,ES,89.4,75.3,ECE,69.76,Infineon,20000
2014,ES,89.28,82.16,TCE,77.88,Infineon,20000
2014,ES,76.8,78.5,ECE,69.16,Infineon,20000
2014,ES,88,64.5,ECE,60,"Happiest Minds, Bangalore",15000
2014,ES,79.68,78.5,TCE,70.5,"Atonarp, Bangalore",15000
2014,ES,76.8,66.5,CSE,54.5,"BrISEa, Bangalore",5000
2014,ES,83.68,59.33,CSE,60.2,"BrISEa, Bangalore",5000
2014,ES,85.6,80.83,CSE,76.53,"BrISEa, Bangalore",5000
2014,ES,77.6,82.9,ECE,74.5,"Intel, Bangalore",28000
2014,ES,81.4,81.6,ECE,6.598,"C-DAC, Hyd",0
2014,ES,89.92,73.33,ECE,69.23,"ApCog, Manipal",0
2014,ES,63.3,NaN,ECE,55.5,"ApCog, Bangalore",0
2014,ES,84.48,75.83,ECE,6108,"HAL, Bangalore",0
2014,ES,88.4,85,ECE,72.6,"ISERO, Bangalore",0
2014,ES,76.48,63.83,ECE,66.62,"ISEoft, Mangalore",4000
2014,ES,62.2,66.16,ECE,58.3,"ISEoft, Mangalore",4000
2014,ES,81.57,46.66,ECE,7.2,"ISEoft, Mangalore",4000
2014,ES,75.84,75.66,ECE,65.29,"ISEoft, Mangalore",4000
2014,ES,73.6,54,CSE,62.39,"ISEoft, Mangalore",4000
2014,ES,59.36,NaN,EEE,63,"ISEoft, Mangalore",4000
2014,ES,67.68,72.33,CSE,6238,"BoP(MIRS), Manipal",5000
2014,ES,71.84,71.33,ECE,63.02,"BoP(MIRS), Manipal",5000
2014,ES,81.76,77.67,ECE,68.76,"BoP, Manipal",5000
2014,ES,72.16,78,ECE,65.56,"BoP, Manipal",5000
2014,ES,66.72,64.33,CSE,65.47,"GVK Bio, Hyderabad",15000
2014,ES,84.16,76.16,ECE,68.51,"Ricoh, Bangalore",18000
2014,ES,68.4,74.33,ECE,8.63,"ABB, Bangalore",20000
2014,ES,82.76,78.17,ECE,55.03,"GE, Bangalore",20000
2014,ES,74,67,ECE,65.72,Oracle,20000
2014,ES,54.88,52.16,ISE,8.62,"Philips Innovation, Bangalore",20000
2014,ES,65.86,56.83,IT,53.72,ENSAI,45000
2014,ES,88.32,76.33,ECE,64.7,NaN,NaN
2014,ES,77.16,82.5,ECE,67.09," ISEoft, Mangalore",NaN
2014,ES,77.33,54.53,CSE,62.73,"Barcode- India, Gurgaon ",NaN
2014,ES,79.52,57.16,ECE,66.28,NaN,NaN
2014,ESI,NaN,NaN,NaN,NaN,ESIGELEC,NaN
2014,EWT,79.2,58,EEE,56.8,"Tonse, Manipal",6000
2014,EWT,83.2,63.5,CSE,51.19,"MDN, Manipal",0
2014,EWT,78.4,67.4,EEE,7.8,"BrISEa, Bangalore",5000
2014,EWT,82.88,70.33,ECE,62.64,"BrISEa, Bangalore",5000
2014,EWT,91.68,67.5,CSE,60.17,"CSD, Manipal",6000
2014,EWT,85,93,ECE,76.3,"Marvel, Pune",20000
2014,EWT,84.66,76.66,ECE,72.47,"EMC, Bangalore",25000
2014,EWT,83.36,76.4,CSE,76.42,"CSD, Manipal",6000
2014,EWT,69.44,73.73,ECE,59.5,"BESCOM, Bangalore",0
2014,EWT,83.2,78.33,ECE,64.45,"Kallows, Goa",25000
2014,EWT,78.53,61.17,ECE,54,"Hi Ibra, Spain",35000
2014,MS,89.6,76.1,IT,6.3,"CSD, Manipal",6000
2014,MS,78,81.3,BME,60.1,"GVK Bio, Hyderabad",15000
2014,MS,92.2,89.2,BME,76.36,"Volmo, Bhopal",6000
2014,MS,92.96,82.83,MEE,8.79,"Philips Innovation, Bangalore",20000
2014,MS,85.28,71.5,CSE,68,"Philips Innovation, Bangalore",20000
2014,MS,86.8,94.2,BME,80.9,"Philips Innovation, Bangalore",20000
2014,MS,79.4,73.16,BME,65,"Philips Innovation, Bangalore",20000
2014,MS,74.3,76.9,BME,66.5,"Andronovo Labs, Hyd",0
2014,MS,84,73.6,CSE,69.16,Himanshu IT,0
2014,MS,84.8,70.2,BME,64.13,"BoP(MIRS), Manipal",5000
2014,MS,81.12,68.83,ECE,6036,"BoP(MIRS), Manipal",5000
2014,MS,75,84,CSE,69.5,"Kallows, Goa",9000
2014,MS,70.24,66.63,MEE,8.44,"Bosch, Bangalore",20000
2014,MS,79.04,73,BME,6.72,"Siemens, Goa",20000
2014,VIR,57.4,66.16,CSE,68.67,"Arera, Bangalore",5000
2014,VIR,79,74,ISE,73,"Intel, Bangalore",28000
2014,VIR,83.52,72.33,EIE,72.43,"Philips Innovation, Bangalore",20000
2014,VIR,71.04,40.33,ISE,55,"BrISEa, Bangalore",5000
2014,VIR,84,62.67,ISE,5940,"ApCog, Manipal",0
2014,VIR,91.4,73.6,CSE,6.52,"ISEoft, Mangalore",4000
2014,VIR,78,59,CSE,6.4,"ENSAI (Arera, Bangalore)",45000
2014,VIR,60,53,CSE,67.63,"ENSAI (Volmo, Bhopal)",45000
2014,VLSI,83.8,67,EEE,63.5,"CVC, Bangalore",0
2014,VLSI,86.88,84.83,ECE,63.13,"MDN, Manipal",0
2014,VLSI,87.04,61.66,ECE,66.08,"Mediatek, Bangalore",18000
2014,VLSI,82,92.8,ECE,70.97,"Broadcom, Bangalore",20000
2014,VLSI,90.56,86.67,ECE,74.69,"Broadcom, Bangalore",20000
2014,VLSI,90.08,83.16,EEE,73.61,"Broadcom, Bangalore",20000
2014,VLSI,87.68,90.16,ECE,72.77,"Broadcom, Bangalore",20000
2014,VLSI,88.8,85.5,ETC,60.86,"Broadcom, Bangalore",20000
2014,VLSI,90.24,81,ECE,74.95,"Synopsys, Bangalore",25000
2014,VLSI,93.6,90.8,ECE,83.1,"Synopsys, Bangalore",25000
2014,VLSI,83,70,ECE,8.54,"Synopsys, Hyderabad",25000
2014,VLSI,83.4,85.6,ECE,80.6,"Synopsys, Hyderabad",25000
2014,VLSI,83.16,93.2,EEE,78.3,"Synopsys, Hyderabad",25000
2014,VLSI,88.2,85.83,ECE,67.75,"Synopsys, Hyderabad",25000
2014,VLSI,85.92,80.66,ECE,66.46,"Synopsys, Hyderabad",25000
2014,VLSI,95.04,89.833,ECE,81.54,"Intel, Bangalore",28000
2014,VLSI,92.8,90.5,ECE,82.1,"Intel, Bangalore",28000
2014,VLSI,88.14,90.16,ECE,79.78,"Intel, Bangalore",28000
2014,VLSI,77.92,84.5,ECE,74.06375,"Intel, Bangalore",28000
2014,VLSI,88.32,82.66,ECE,71.76,"Intel, Bangalore",28000
2014,VLSI,89.44,78,ECE,71,Mircochip,17000
2014,VLSI,88.96,86,ECE,75.89,Mircochip,17000
2014,VLSI,78,70,ECE,62.92,"ST, Noida",20000
2014,VLSI,79.69,78.67,ECE,62.02,"EMC, Bangalore",25000
2014,VLSI,92,70,ECE,65.06,"Emulex, Bangalore",33333
2014,VLSI,92.33,96,ECE,85.14,Infineon,20000
2014,VLSI,89,90.17,ECE,74.8,Infineon,20000
2014,VLSI,85.76,93.17,ECE,80.1,"NXP Semiconductor, Bangalore",20000
2014,VLSI,85.12,71,EEE,63.11,"BEL, Bangalore",0
2014,VLSI,72.32,76.16,ECE,68.86,"BEL, Bangalore",0
2014,VLSI,78.72,79.83,EEE,74.88,"CVC, Bangalore",0
2014,VLSI,76,74,ECE,61,NaN,0
2014,VLSI,76,60,ECE,61.66,"IISEc, Bangalore",0
2014,VLSI,88.66,69,ECE,67.69,"ISEoft, Mangalore",4000
2014,VLSI,66,67,ECE,61.38,"ISEoft, Mangalore",4000
2014,VLSI,84.96,82.16,ECE,57.74,"ISEoft, Mangalore",4000
2014,VLSI,83,80,ECE,75.08,"Microchip, Bangalore",17000
2014,VLSI,71.166,68.5,ECE,58.006,"Cadence, Bangalore",20000
2014,VLSI,86.24,84.33,ECE,65.86,"Rambus, Bangalore",25000
2014,VLSI,83,91.7,ECE,74.06,NaN,NaN
2014,VLSI,78.24,68.66,ECE,64.4,NaN,NaN
2014,VSDV,87.52,85,ECE,74.56,"Whizchip, Bangalore",7000
2014,VSDV,92.32,88,ECE,83.8,"Whizchip, Bangalore",7000
2014,VSDV,79.6,74.2,ECE,65.48,"Whizchip, Bangalore",7000
2014,VSDV,91,94.9,ECE,80.9,"Whizchip, Bangalore",7000
2015,AES,NaN,NaN,NaN,NaN,Italy,45000
2015,AES,NaN,NaN,NaN,NaN,"ABB, Bangalore",45000
2015,AES,NaN,NaN,NaN,NaN,"BMW, Germany",45000
2015,AES,NaN,NaN,NaN,NaN,Bosch Germany,45000
2015,AES,NaN,NaN,NaN,NaN,"Bosch, Germany",45000
2015,AES,NaN,NaN,NaN,NaN,"Bosch, Germany",45000
2015,AES,NaN,NaN,NaN,NaN,"Bosch, Germany",45000
2015,AES,NaN,NaN,NaN,NaN,"Cerema, France",45000
2015,AES,NaN,NaN,NaN,NaN,"FEV, USA",45000
2015,AES,NaN,NaN,NaN,NaN,"TI, France",45000
2015,ES,NaN,NaN,NaN,NaN,Afferent Technologies,5000
2015,ES,NaN,NaN,NaN,NaN,ApCog,0
2015,ES,NaN,NaN,NaN,NaN,ApCog,0
2015,ES,NaN,NaN,NaN,NaN,"Atonarp, Bangalore",15000
2015,ES,NaN,NaN,NaN,NaN,"Atonarp, Bangalore",15000
2015,ES,NaN,NaN,NaN,NaN,"Atonarp, Bangalore",15000
2015,ES,NaN,NaN,NaN,NaN,"BigSolv, Bangalore",8000
2015,ES,NaN,NaN,NaN,NaN,"Blackbuck, Hyd",7500
2015,ES,NaN,NaN,NaN,NaN,"BrISEa, Bangalore",5000
2015,ES,NaN,NaN,NaN,NaN,"BrISEa, Bangalore",5000
2015,ES,NaN,NaN,NaN,NaN,"BrISEa, Bangalore",5000
2015,ES,NaN,NaN,NaN,NaN,"BrISEa, Bangalore",6000
2015,ES,NaN,NaN,NaN,NaN,"BrISEa, Bangalore",6000
2015,ES,NaN,NaN,NaN,NaN,"BrISEa, Bangalore",6000
2015,ES,NaN,NaN,NaN,NaN,"CSD, Manipal",6000
2015,ES,NaN,NaN,NaN,NaN,Digitattva Tech,0
2015,ES,NaN,NaN,NaN,NaN,"DSP Group, Bangalore",17000
2015,ES,NaN,NaN,NaN,NaN,"DSP Group, Bangalore",17000
2015,ES,NaN,NaN,NaN,NaN,"EMC, Bangalore",25000
2015,ES,NaN,NaN,NaN,NaN,"EMC, Bangalore",25000
2015,ES,NaN,NaN,NaN,NaN,"EMC, Bangalore",25000
2015,ES,NaN,NaN,NaN,NaN,"Ericsson, Bangalore",25000
2015,ES,NaN,NaN,NaN,NaN,"Ericsson, Bangalore",25000
2015,ES,NaN,NaN,NaN,NaN,"Etrance Networks, Bangalore",0
2015,ES,NaN,NaN,NaN,NaN,"Etrance Networks, Bangalore",NaN
2015,ES,NaN,NaN,NaN,NaN,"GE, Bangalore",20000
2015,ES,NaN,NaN,NaN,NaN,"Intel, Bangalore",28000
2015,ES,NaN,NaN,NaN,NaN,"Intel, Bangalore",28000
2015,ES,NaN,NaN,NaN,NaN,"Intel, Bangalore",28000
2015,ES,NaN,NaN,NaN,NaN,"Intel, Bangalore",28000
2015,ES,NaN,NaN,NaN,NaN,"Intel, Bangalore",28000
2015,ES,NaN,NaN,NaN,NaN,"Intel, Bangalore",28000
2015,ES,NaN,NaN,NaN,NaN,"Intel, Bangalore",28000
2015,ES,NaN,NaN,NaN,NaN,"Intel, Bangalore",28000
2015,ES,NaN,NaN,NaN,NaN,Manipal,NaN
2015,ES,NaN,NaN,NaN,NaN,MDN (ApCog),0
2015,ES,NaN,NaN,NaN,NaN,"Microchip, Bangalore",20000
2015,ES,NaN,NaN,NaN,NaN,"Microsemi, Hyd",25000
2015,ES,NaN,NaN,NaN,NaN,"NAL, Bangalore",0
2015,ES,NaN,NaN,NaN,NaN,"NAL, Bangalore",0
2015,ES,NaN,NaN,NaN,NaN,"Nokia, Bangalore",30000
2015,ES,NaN,NaN,NaN,NaN,"Oracle, Bangalore",26000
2015,ES,NaN,NaN,NaN,NaN,"Philips Innovation, Bangalore",20000
2015,ES,NaN,NaN,NaN,NaN,"Philips Innovation, Bangalore",20000
2015,ES,NaN,NaN,NaN,NaN,"Philips Innovation, Bangalore",20000
2015,ES,NaN,NaN,NaN,NaN,"Philips Innovation, Bangalore",20000
2015,ES,NaN,NaN,NaN,NaN,"Philips Innovation, Bangalore",20000
2015,ES,NaN,NaN,NaN,NaN,WrapMe,NaN
2015,ES,NaN,NaN,NaN,NaN,Yet to rECEIEve,NaN
2015,ESI,NaN,NaN,NaN,NaN,"Airbus, Germany",45000
2015,ESI,NaN,NaN,NaN,NaN,"Airbus, Germany",45000
2015,ESI,NaN,NaN,NaN,NaN,"Bosch, France",45000
2015,ESI,NaN,NaN,NaN,NaN,"Bosch, Germany",45000
2015,ESI,NaN,NaN,NaN,NaN,"Flanders Make, Belgium",45000
2015,ESI,NaN,NaN,NaN,NaN,"Flaners Make, Belgium",45000
2015,ESI,NaN,NaN,NaN,NaN,"Infineon, Austria",45000
2015,ESI,NaN,NaN,NaN,NaN,"Nintendo, Germany",45000
2015,ESI,NaN,NaN,NaN,NaN,"Philips Innovation, Bangalore",45000
2015,ESI,NaN,NaN,NaN,NaN,"TI, Germany",45000
2015,ESI,NaN,NaN,NaN,NaN,"ZF Friedrichshafen AG, Germany",45000
2015,ESI,NaN,NaN,NaN,NaN,"ZF Friedrichshafen AG, Germany",45000
2015,EWT,NaN,NaN,NaN,NaN,"BrISEa, Bangalore",5000
2015,EWT,NaN,NaN,NaN,NaN,"Centure Technologies, Bangalore",0
2015,EWT,NaN,NaN,NaN,NaN,"Code Matrix, Bangalore",10000
2015,EWT,NaN,NaN,NaN,NaN,Cranes Software,0
2015,EWT,NaN,NaN,NaN,NaN,"CSD, Manipal",6000
2015,EWT,NaN,NaN,NaN,NaN,"GE, Bangalore",20000
2015,EWT,NaN,NaN,NaN,NaN,KPIT,15000
2015,EWT,NaN,NaN,NaN,NaN,"Philips Innovation, Bangalore",20000
2015,EWT,NaN,NaN,NaN,NaN,"Skanray, Mysore",8000
2015,ISE,NaN,NaN,NaN,NaN,Biztime IT Solutions,0
2015,ISE,NaN,NaN,NaN,NaN,"BrISEa, Bangalore",6000
2015,ISE,NaN,NaN,NaN,NaN,"CSD, Manipal (Siemens, Goa)",6000
2015,ISE,NaN,NaN,NaN,NaN,"GEMN R & D, Bangalore",8000
2015,ISE,NaN,NaN,NaN,NaN,"Notary Kart, Bangalore (RTWO, Bangalore)",0
2015,ISE,NaN,NaN,NaN,NaN,"Prubea, Manipal",10000
2015,ISE,NaN,NaN,NaN,NaN,"Queryhome Soln, Bangalore (RTWO, Bangalore)",0
2015,MS,NaN,NaN,NaN,NaN,"Life Bio Tech, Bangalore",0
2015,MS,NaN,NaN,NaN,NaN,"Meddiff, Bangalore",15000
2015,MS,NaN,NaN,NaN,NaN,"Meddiff, Bangalore",15000
2015,MS,NaN,NaN,NaN,NaN,"Meddiff, Bangalore",15000
2015,MS,NaN,NaN,NaN,NaN,"Oracle, Bangalore",26000
2015,MS,NaN,NaN,NaN,NaN,Radiant Software,0
2015,MS,NaN,NaN,NaN,NaN,"Skanray, Mysore",8000
2015,MS,NaN,NaN,NaN,NaN,"Volmo, Pune",8000
2015,VIR,NaN,NaN,NaN,NaN,"EMC, Bangalore",25000
2015,VIR,NaN,NaN,NaN,NaN,"EMC, Bangalore",25000
2015,VIR,NaN,NaN,NaN,NaN,"EMC, Bangalore",25000
2015,VIR,NaN,NaN,NaN,NaN,"GE, Bangalore",20000
2015,VIR,NaN,NaN,NaN,NaN,"GE, Bangalore",20000
2015,VIR,NaN,NaN,NaN,NaN,"Ironjaw, Manipal",8000
2015,VIR,NaN,NaN,NaN,NaN,"MIRS, Manipal",5000
2015,VIR,NaN,NaN,NaN,NaN,"Oracle, Bangalore",26000
2015,VIR,NaN,NaN,NaN,NaN,"StartUp, Manipal",0
2015,VIR,NaN,NaN,NaN,NaN,"Winstrata, ",0
2015,VLSI,NaN,NaN,NaN,NaN,Accord Software,NaN
2015,VLSI,NaN,NaN,NaN,NaN,"Bitmapper, Pune",NaN
2015,VLSI,NaN,NaN,NaN,NaN,CVC,NaN
2015,VLSI,NaN,NaN,NaN,NaN,CVC,NaN
2015,VLSI,NaN,NaN,NaN,NaN,"DSP Group, Bangalore",17000
2015,VLSI,NaN,NaN,NaN,NaN,"Freescale (NXP), Noida",20000
